main_ingredients,estimated_cooking_time_minutes,ingredient_count,complexity_score,difficulty
"salt,coriander (dhania) leaves,paprika powder,onion powder,virgin olive oil,onion,garlic powder,thyme leaves,black pepper powder,potato (aloo),dried oregano",80,11,0,2
"salt,sunflower oil making the upma,ginger,mustard seeds,asafoetida (hing),ghee,curry leaves,curd,ragi flour (finger millet nagli),white urad dal (split),green chillies",25,11,1,3
"cashew nuts,salt,chaat masala powder,raisins,red chilli powder,banana,curry leaves,badam (almond),peanuts (moongphali),caster sugar,green chillies,sunflower oil",45,12,2,4
"wheat brown bread,khoya (mawa),carrot (preferably red),pistachios,ghee,milk,saffron strands,rose water,water,sugar,cardamom powder (elaichi),almonds (badam)",130,12,3,5
"salt,wheat flour,ghee,black beans,red chilli powder,cloves garlic,onion,cumin seeds (jeera),coriander powder,turmeric powder,garam masala powder,sunflower oil",35,12,1,3
"salt,ginger,sunflower oil tikkis,paneer,chaat masala powder,green peas (matar),onion,mint leaves (pudina),rolled oats instant oats,green chillies,sweet potatoes",35,11,1,3
"baking powder,chocolate shavings,hung curd (greek yogurt),heavy whipping cream,cherry compote,dark chocolate chips,sugar,vanilla,dark chocolate,eggs,chocolate chips white chocolate,cocoa powder,dark chocolate milk chocolate,flour (maida),icing sugar,butter,canned cherries available cherries",260,17,3,5
"tomato,salt,mustard seeds,red chilli powder,cloves garlic,water,curry leaves,curd,onion,bottle gourd (lauki),cumin seeds (jeera),coriander powder,turmeric powder,green chillies,sunflower oil",45,15,0,3
"salt,chaat masala powder,red chilli powder,water,gram flour (besan),coriander (dhania) leaves,onion,chicken,cumin seeds (jeera),turmeric powder,sunflower oil",35,11,1,3
"salt,red bell pepper (capsicum),tahini,brinjal (baingan eggsplant),cloves garlic,virgin olive oil,za'atar,parsley leaves,large carrot,onion,broccoli,lemon,green zucchini,walnuts",50,14,3,5
"gram dal (pottukadalai),jaggery,dry coconut (kopra),peanuts (moongphali),sesame seeds (til seeds)",45,5,0,1
"salt,coconut,kokum (malabar tamarind),ghee,jaggery,red chilli powder,water,curry leaves,cumin seeds (jeera),peanuts (moongphali),cloves (laung),green chillies",35,12,1,3
"tomato,salt,gouda cheese (or sharp cheddar),mozzarella cheese,red chilli flakes,mixed herbs (dried) italian,green seedless grapes,black olives,black pepper powder,recipe pie crust,tomato basil pasta sauce",70,11,3,5
"tomato,salt,cloves garlic,carrot,black peppercorns,sugar,onion,sunflower oil",30,8,0,1
"black cardamom (badi elaichi),bay leaves (tej patta),cardamom (elaichi) podsseeds,nutmeg powder,ajwain (carom seeds),black peppercorns,st flower,coriander (dhania) seeds,cinnamon stick (dalchini),cumin seeds (jeera),mace (javitri),cloves (laung),star anise",10,13,0,2
"tomato,virgin olive oil,pasta (of,carrot,cloves garlic using mortar pestle,sweet corn,onion,black pepper powder,cabbage (patta gobi muttaikose) ( keep cold water till use),sunflower oil,salt,mozzarella cheese,basil leaves,wheat brown bread,green beans (french beans),cauliflower (gobi),water,red yellow green bell peppers (capsicum),potato (aloo) fingers,butter salted,butter,corn flour mix water,red chilli flakes,italian,cloves garlic (sm",60,25,4,5
"wheat flour,ghee,mixed nuts almonds,jaggery,dry coconut (kopra),dry ginger powder (sonth),gond (natural gum)",40,7,2,3
"salt,black sesame seeds,virgin olive oil,red chilli flakes,water,flour (maida),sesame seeds (til seeds),dried oregano",42,8,0,1
"sugar,hung curd (greek yogurt),marie biscuit,strawberry compote recipe",320,4,0,1
"salt,corn flour,coriander (dhania) leaves,soy sauce,white vinegar,red chilli sauce,eggs,tomato ketchup,ginger garlic paste,onion,water,sunflower oil oil,spring onion (bulb greens),green bell pepper (capsicum),chicken breasts bless,green chillies,sunflower oil",110,17,2,5
"cheese,salt,bacon,eggs,butter cold,cloves garlic,onion,gram flour (maida),lemon,parsley leaves,black pepper powder,eggs,butter",100,13,5,5
"salt,ginger,rice flour,mustard seeds,asafoetida (hing),coriander (dhania) leaves,ajwain (carom seeds),red chilli powder,water,curry leaves,gram flour (besan),cumin seeds (jeera),lemon,potato (aloo),turmeric powder,green chillies,sunflower oil",55,17,0,4
"salt,mustard oil,asafoetida (hing),fennel seeds (saunf),split methi seeds (methi kuria),red chilli powder,gunde (bird lime),turmeric powder,split mustard seeds (rai kuria)",45,9,0,1
"salt,button mushrooms,cloves garlic,red chilli powder,sooji (semolina rava),rice flour,turmeric powder,sunflower oil",40,8,0,1
"tomato,salt,wheat flour,red bell pepper (capsicum),cumin powder (jeera),tabasco original sauce,mozzarella cheese,water,virgin olive oil,spring onion (bulb greens),onion,butter cubes,green chillies",55,13,2,5
"tomato,ginger,green chilli,ghee,black pepper corns,cinnamon stick,red chilli powder,cloves garlic,water,white urad dal (split),dry red chillies,onion,coriander (dhania) leaves,cumin seeds (jeera),coriander powder,turmeric powder,cloves (laung),garam masala powder",30,18,1,5
"salt,eggs,baking soda,vivatta maida,vanilla,brown sugar (demerara sugar),condensed milk,cocoa powder,chocolate chips,butter",27,10,2,4
"baking powder,wheat flour,salt,milk,virgin olive oil,vivatta maida,sugar,cranberries",40,8,0,1
"salt,green beans (french beans),green chilli,cumin seeds (jeera),black pepper powder,eggs,turmeric powder,sunflower oil",35,8,1,2
"tomato,salt,green chilli,cardamom (elaichi) podsseeds,bay leaf (tej patta),red chilli powder,cloves (laung) garlic,cinnamon stick (dalchini),badi hari mirch (large green chilli) seeds,cumin seeds (jeera),onion,coriander powder,potato (aloo),turmeric powder,garam masala powder,dill leaves",40,16,0,4
"salt,arhar dal (split toor dal),ginger,rice,asafoetida (hing),ghee,coriander (dhania) leaves,green peas (matar),red chilli powder,mango,onion,cumin seeds (jeera),potato (aloo),turmeric powder,green chillies",50,15,1,4
"salt,baking powder,chocolate sauce,bananas,milk,soda,vanilla,caster sugar,cocoa powder,flour (maida),buttermilk,butter",25,12,2,4
"salt,wheat flour,coriander (dhania) leaves,cumin powder (jeera) (roast ground),sweet corn,green chillies,sunflower oil",60,7,0,1
"salt,mustard powder ground,red chilli powder,water,purple carrot,beetroot",5,6,0,1
"tomato,salt,ginger,bay leaf (tej patta),red chilli powder,cloves garlic,figaro pure olive oil,cashew nuts ground paste,onion,eggs,turmeric powder,kasuri methi (dried fenugreek leaves),garam masala powder",90,13,2,5
"salt,red bell pepper (capsicum),corn flour,ginger,coriander (dhania) leaves,purple cabbage,green moong sprouts,spring onion (bulb greens),spinach leaves (palak) salad leaves,avocado,mooli mullangi (radish),green chutney (coriander mint),green chilli paste,sunflower oil",55,14,0,3
"pineapple,salt,ginger,thai yellow curry paste,basil leaves,cloves garlic,nutralite garlic oregano,sugar,onion,coconut milk,chicken breasts",25,11,2,4
"cucumber,coriander (dhania),salt,portobello mushrooms,carrot,basil leaves,green bell pepper (capsicum),rice paper rolls sheets,mint leaves (pudina),cabbage (patta gobi muttaikose),pepper",35,11,1,3
"salt,brinjal (baingan eggsplant),red chilli powder,apple,fennel powder,cumin seeds (jeera),garam masala powder,sunflower oil",40,8,1,2
"salt,basil leaves,parsley leavesfor,onion,black olives,feta cheese,watermelon,balsamic vinegar",15,8,2,3
"salt,rice,coconut,sunflower oil butter make dosa,methi leaves (fenugreek leaves),jaggery,tamarind ( lemon size),water,coriander (dhania) seeds,dry red chillies,cumin seeds (jeera),chana dal (bengal gram dal),white urad dal",285,13,1,4
"cashew nuts,ghee,milk,raisins,sugar,semiya (vermicelli),cardamom powder (elaichi),instant oats (oatmeal)",40,8,2,3
"cumin powder (jeera),asafoetida (hing),coriander (dhania) leaves,onion,coriander (dhania) powder,turmeric powder,salt,sev,mustard oil,flour (maida),green chutney (coriander mint),garam masala powder,red chilli powder,water,sweet chutney (date tamarind),curd,sugar,amchur (dry mango powder),ghee,fennel seeds (saunf),coriander (dhania) leaves,potato (aloo)",50,22,1,5
"tinda (apple gourd),salt,mustard oil,mustard seeds,asafoetida (hing),red chilli powder,gram flour (besan),curd,coriander (dhania) leaves,kasuri methi (dried fenugreek leaves),methi seeds (fenugreek seeds),coriander (dhania) powder,turmeric powder,green chillies,garam masala powder",30,15,0,3
"tomato,salt,ginger,mustard seeds,brinjal (baingan eggsplant),coriander (dhania) leaves,red chilli powder,cloves garlic,curry leaves,onion,cumin seeds (jeera),green chillies verticy,peanuts (moongphali),turmeric powder,jaggery marble,garam masala powder,sunflower oil",40,17,1,5
"salt,asafoetida (hing),mustard seeds,sesame (gingelly) oil,curry leaves,white urad dal (split),lemon,turmeric powder,banana",35,9,0,1
"caster sugar divided,milk,water,tutti frutti,figs,vanilla,lemon,dates",45,8,0,1
"tomato,salt,wheat flour,mustard oil,bay leaf (tej patta),kokum (malabar tamarind),pink masoor dal (split) hour,red chilli powder,dry red chilli,sugar,onion,canola oil pan masoor dal fritters,panch phoran masala,turmeric powder",70,14,0,3
"salt,yellow moong dal (split),ginger,black cardamom (badi elaichi),coriander (dhania) leaves,sunflower oil pakodas,asafoetida (hing),cinnamon stick,red chilli powder,curd,coriander (dhania) powder,enos fruit salt,green chillies,garam masala powder,cumin (jeera) seeds",45,15,0,3
"salt,white vinegar lemon,ginger,sunflower oil,chaat masala powder,red chilli powder,flour (maida),water,coriander (dhania) leaves,coriander (dhania) seeds,onion,cumin seeds (jeera),potato (aloo),green chillies,butter,garam masala powder,paneer cubes",130,17,2,5
"pizza pasta sauce,salt,sooji (semolina rava) rice semolina,pizza oregano,red chilli flakes,black urad dal (split),mixed vegetablesveggsies (coloured capsicums,sweet corn,cheddar cheese mozzarella cheese",30,9,2,3
"tomato,basmati rice,salt,star anise,mint leaves (pudina),coriander (dhania) leaves,bay leaf (tej patta),cardamom (elaichi) podsseeds,ghee,red chilli powder,ginger garlic paste,curd,onion,cinnamon stick (dalchini),lemon,baby potatoes,cloves (laung),coriander powder,green chillies,garam masala powder",45,20,1,5
"salt,yellow moong dal (split),ginger,black salt,asafoetida (hing),fennel seeds (saunf),green moong sprouts,red chilli powder,curry leaves,mustard seeds split (rai na kuria),green chillies,sunflower oil",70,12,0,2
"salt,hung curd (greek yogurt),stalks spring onion (bulb greens),virgin olive oil,cloves garlic,lemon",15,6,0,1
"salt,wheat flour flour,milk,dry coconut (kopra),poppy seeds,cardamom powder (elaichi),ghee butter,dates,milk powder",80,9,1,2
"tomato,salt,achari mayo,milk,penne pasta,cloves garlic,nutralite garlic oregano,dry red chillies,onion,chicken breasts",40,10,1,3
"salt,mustard seeds,mango (ripe),asafoetida (hing),red chilli powder,curry leaves,coriander (dhania) leaves,methi seeds (fenugreek seeds),tamarind paste,green chillies,sunflower oil",45,11,0,2
"salt,arhar dal (split toor dal),ghee,mustard seeds,asafoetida (hing),coriander (dhania) leaves,curry leaves,dry red chillies,turmeric powder",25,9,1,2
"salt,rice,ghee,lentil sugar,cloves garlic,kidney beans,bay leaf,cardamom,black pepper powder",65,9,1,2
"salt,ginger,rice,water,coconut milk",25,5,0,1
"tomato,black peppercorns,cloves garlic,curry leaves,coriander (dhania) seeds,onion,cumin seeds (jeera),black pepper powder,green chillies,sunflower oil,coriander (dhania),salt,dry red chillies,tamarind paste,coconut,mustard seeds,water,eggs,ginger,fennel seeds (saunf),gram dal (pottukadalai)",45,21,1,5
"salt,green chilli,green peas (matar),water,red chilli powder,onion,mace (javitri),cumin seeds (jeera),black pepper powder,rolled oats instant oats,turmeric powder,cabbage (patta gobi muttaikose)",30,12,0,2
"salt,wheat flour,cumin powder (jeera),coriander (dhania) leaves,green bell pepper (capsicum),tofu,green chillies,sunflower oil",60,8,1,2
"salt,jackfruit ripe (kathal) seeds,coconut,cardamom (elaichi) podsseeds,sugar,rice flour",35,6,0,1
"salt,ginger,cardamom (elaichi) podsseeds,mustard seeds,potato (aloo),red chilli powder,cloves garlic,carrot,baby corn,dry red chilli,curry leaves,onion,cinnamon stick (dalchini),black pepper powder,turmeric powder,coconut milk,coconut oil,cloves (laung)",35,18,0,4
"salt,spaghetti pasta,water,carrot,italian,onion,black pepper powder,green bell pepper (capsicum),cabbage (patta gobi muttaikose),sunflower oil",20,10,0,1
"tomato,salt,ginger,kashmiri red chilli powder,bay leaf (tej patta),paneer,cloves garlic,sugar,dry red chillies,badam (almond),onion,ghee,oil,coriander powder,turmeric powder,garam masala powder",30,16,3,5
"tomato,salt,green chilli,amchur (dry mango powder),mustard seeds,black pepper powder,gram flour (besan),curd,coriander (dhania) leaves,cumin seeds (jeera),singhade (water chestnut),coriander powder,turmeric powder,sunflower oil",40,14,0,3
"basmati rice,salt,green chilli,cardamom (elaichi) podsseeds,bay leaf (tej patta),paneer,red chilli powder,gram flour (besan),curd,ginger garlic paste,onion,cumin seeds (jeera),cinnamon stick (dalchini),kasuri methi (dried fenugreek leaves),coconut oil,turmeric powder,cloves (laung),garam masala powder,sunflower oil",50,19,1,5
"garlic cloves,salt,cumin powder (jeera),ginger,amchur (dry mango powder),brinjal (baingan eggsplant),mint leaves (pudina),onion,green chillies paste,garam masala powder,sunflower oil",55,11,1,3
"dragon fruit (pitaya) scooped,digestive biscuit,strawberries,sugar,lemon,dates,butter",45,7,1,2
"baby spinach (without stem),salt,wheat flour,bananas,baking powder,eggs,milk,virgin olive oil,baking soda,mace powder,vanilla,cinnamon powder (dalchini)",50,12,1,3
"salt,red bell pepper (capsicum),cumin powder (jeera),red chilli flakes,virgin olive oil,lemon,jaggery pomegranate mollases,wheat bread crumbs,walnuts",25,9,0,1
"tomato,salt,cumin powder (jeera),mustard oil,paneer,coriander (dhania) leaves,cloves garlic,onion,cumin seeds (jeera),lemon,yellow mustard seeds,black pepper powder,coriander powder,turmeric powder,green chillies",30,15,1,4
"tomato,salt,coriander powder,bay leaves (tej patta),mustard seeds,coriander (dhania) leaves,red chilli powder,boondi kara boondi,ginger garlic paste,curry leaves,onion,cinnamon stick (dalchini),cloves (laung),coconut milk,turmeric powder,green chillies,sunflower oil",40,17,0,4
"salt,milk,mozzarella cheese,water,dry yeast,italian,sugar,garlic,cheddar cheese,flour (maida),butter",150,11,3,5
"salt,ginger,kashmiri red chilli powder,green chilli,ghee,asafoetida (hing),cloves garlic,water,coriander (dhania) leaves,cumin seeds (jeera),horse gram dal (kollu kulith),rice flour,turmeric powder",45,13,1,4
"cashew nuts,salt,cumin powder (jeera),green chilli,amchur (dry mango powder),mustard seeds,karela (bitter gourd pavakkai),asafoetida (hing),potato (aloo),coconut,red chilli powder,dry red chilli,caster sugar,coriander powder,sesame seeds (til seeds),sunflower oil",45,16,1,4
"salt,mustard seeds,asafoetida (hing),coconut,carrot,curry leaves,dry red chilli,white urad dal (split),turmeric powder,sunflower oil",40,10,0,2
"black grapes,milk,water,amul brand,green grapes juice,gelatin unflavoured,vanilla,caster sugar,black grapes juice,green grapes",120,10,0,2
"tomato,turmeric powder,salt,ginger,coriander,spinach,spoon garam masala powder,oil,cumin seeds,cabbage",40,10,0,2
"tomato,salt,garam masala powder,coriander (dhania) leaves,red chilli powder,water,ginger garlic paste,onion,cumin seeds (jeera),kala chana (brown chickpeas),sunflower oil",40,11,0,2
"salt,mustard seeds,asafoetida (hing),coconut,water,dry red chilli,curry leaves,white urad dal (split),rice flour,sunflower oil",53,10,0,2
"tomato,coriander (dhania),salt,kashmiri red chilli powder,bay leaves (tej patta),fennel seeds (saunf),tandoori masala,onion powder,water,black peppercorns,ginger garlic paste,curd,onion,chicken,cinnamon stick (dalchini),kasuri methi (dried fenugreek leaves),cloves (laung),turmeric powder,green chillies,sunflower oil",55,20,1,5
"salt,wheat flour,ajwain (carom seeds) cumin seeds,black peppercorns,water,butter",60,6,1,1
"cardamom (elaichi) podsseeds,sugar,walnuts,ghee",25,4,1,1
"tomato,salt,green chilli,kabuli chana (white chickpeas) al dente,chaat masala powder,coriander (dhania) leaves,onion,lemon",55,8,0,1
"salt,green chilli,amchur (dry mango powder),mustard seeds,asafoetida (hing),cloves garlic,gram flour (besan),gawar phali (kothavarangai cluster beans),cumin seeds (jeera),coriander powder,turmeric powder,sunflower oil",25,12,0,2
"tomato,green beans (french beans),green chilli,peanuts (moongphali) cashew,soy sauce,basil leaves,red yellow green bell peppers (capsicum),papaya,lemon,brown sugar (demerara sugar),sunflower oil",35,11,2,4
"salt,mustard seeds,coconut,jaggery,cloves garlic,black peppercorns,tindora (dondakaya kovakkai),curry leaves,dry red chillies,onion,coriander (dhania) seeds,methi seeds (fenugreek seeds),cumin seeds (jeera),kala chana (brown chickpeas),sunflower oil",165,15,0,4
"baking powder,ghee,pistachios,water,ghee dough,curd,sugar,cardamom powder (elaichi),flour (maida)",70,9,2,3
"tomato,wheat brown bread,salt,green chilli,butter sandwich,paneer,onion,basil pesto",45,8,3,4
"salt,ginger,parangikai pumpkin,green chilli,coconut,mustard seeds,jaggery,curry leaves,white urad dal (split),turmeric powder,sunflower oil",40,11,0,2
"tomato,turmeric powder,salt,cumin powder,red chilli powder,water,oil,coriander powder,potatoes,cardamom,lentil",50,11,0,2
"coconut sugar,baking powder,coconut yogurt hung yogurt (greek yogurt),bananas (spotted bananas),baking soda,badam (almond),chia seeds,cocoa powder,coconut milk,chocolate chips,spinach leaves (palak),instant oats (oatmeal)",50,12,1,3
"salt,coconut,mustard seeds,asafoetida (hing),green moong sprouts,carrot,curry leaves,coriander (dhania) leaves,lemon,pomegranate fruit kernels,green chillies,sunflower oil",25,12,0,2
"salt,jackfruit seeds (kathal),thonnai (dried leaves),ghee,sesame (gingelly) oil,water,palm sugar,cardamom powder (elaichi),rice flour",70,9,1,2
"salt,wheat flour,ghee,black pepper corns,ajwain (carom seeds)",50,5,1,1
"plantain stem,water,curry leaves,curd,lemon,asafoetida (hing) generous hing powder",15,6,0,1
"turmeric powder,salt,chickpea lentils,wheat germ,green chilli,spoon cumin seeds,mustard,ginger garlic paste,fenugreek seeds,dry red chillies,onion,oil,asafetida,pepper,potatoes bs,coriander seeds",40,16,0,4
"baking powder,onion powder,virgin olive oil,cloves garlic,garlic powder,cheddar cheese,salt,pineapple,mozzarella cheese,basil leaves,baking soda,flour (maida),walnuts,water knead the dough,curd,sugar,pepper,button mushrooms,sun dried tomato,chia seeds,kalamata olives",150,21,3,5
"hung curd (greek yogurt),flour (maida),sugar,strawberry jam canned,eggs,icing sugar,butter",50,7,2,3
"almond meal (badam powder),vanilla,dark chocolate,caster sugar,eggs,butter,chikki (peanut brittle)",60,7,3,4
"dates black,coconut,ghee,jaggery,dried figs,dry ginger powder,badam (almond),cardamom powder (elaichi),nutmeg powder generous,sesame seeds (til seeds),melon seeds",40,11,2,4
"salt,mustard seeds,coconut,asafoetida (hing),plantain stem,black peppercorns,dry red chilli,white urad dal (split),cumin seeds (jeera),chana dal (bengal gram dal),sunflower oil",20,11,0,2
"cheese,britannia,heavy whipping cream,oreo biscuits (or digestive biscuits),hazelnutferrero rocher chocolate,gelatin agar agar,water,nutella,vanilla,caster sugar,butter",425,11,3,5
"basmati rice,sabudana (tapioca pearls),ghee,milk,saffron strands,almond meal (badam powder),bottle gourd (lauki),cardamom powder (elaichi),vanilla,condensed milk,almonds (badam),edible silver foilleaf (chandi ka vark)",65,12,4,5
"cake mix used pillsbury vanilla cake mix,food color yellow,glazed cherries you can alternatively also the tinned variety,pineapple essence,brown sugar (demerara sugar),pineapple juice reserved from del monte pineapple,butter,pineapple have used canned pineapple,sunflower oil",115,9,1,2
"tomato,salt,ginger,garam masala powder,green chilli,bay leaves (tej patta),cardamom (elaichi) podsseeds,red chilli powder,cloves garlic,onion,coriander powder,turmeric powder,spinach leaves (palak),kala chana (brown chickpeas),sunflower oil",60,15,0,3
"tomato,turmeric powder,salt,almonds,mixed vegetables (potato,garam masala powder,ghee,cashew,red chilli powder,raisins,ginger garlic paste,onion,coriander powder,cashews,ghee,oil,coconut milk,pomegranate,melon seeds",65,19,5,5
"rice,bread,saltoil,lentil sugar,ginger garlic paste,onion,eggs,sambar powder,cumin seeds,black pepper",30,10,1,3
"turmeric powder,salt,wheat flour,water make dough,ginger,green chilli,potatoes boil mash karela,cumin powder,coriander (dhania) leaves take mango powder,red chilli powder,onion,coriander powder,oil ghee,garam masala powder",60,14,1,4
"yellow bell pepper (capsicum),salt,green bell peppers,red bell pepper (capsicum),green chilli,conchiglie pasta,soy sauce,ginger garlic paste,virgin olive oil,sugar,onion,vinegar,red chilli sauce",35,13,0,3
"cardamom (elaichi) podsseeds,mixed nuts like flaked almonds pistachios,milk,sugar,lemon,condensed milk",90,6,1,1
"pineapple,khoya (mawa),sponge cake slice mawa cake,ghee,saffron strands,raisins,sugar,badam (almond),cardamom powder (elaichi)",75,9,3,4
"kiwi,mint leaves (pudina) a,strawberries,mango juice,green grapes",15,5,0,1
"salt,coconut,ghee,jaggery,chiroti rava,cardamom powder (elaichi),poppy seeds khus khus,flour (maida),sunflower oil",80,9,1,2
"salt,kalonji (onion nigella seeds),amchur (dry mango powder),fennel seeds (saunf),jaggery,red chilli powder,green bell pepper (capsicum),coriander powder,turmeric powder,green chillies,sunflower oil",20,11,0,2
"salt,wheat flour,coriander (dhania) leaves,ghee,water,curd,green chillies ground paste,cumin seeds (jeera),sunflower oil",45,9,1,2
"tomato,wheat brown bread,pizza pasta sauce,black pepper powder,mozzarella cheese,baby spinach,onion,sweet corn,green bell pepper (capsicum),butter grease waffle iron,dried oregano",30,11,2,4
"salt,arhar dal (split toor dal),dill leaves,chana dal (bengal gram dal),coconut,asafoetida (hing),ginger piece,curry leaves,coriander (dhania) leaves,turmeric powder,green chillies",185,11,0,2
"salt,ginger,mustard seeds,coconut,dry red chilli,curry leaves,coconut oil,turmeric powder,tapioca root",45,9,0,1
"salt,cumin powder (jeera),ginger,corn flour,red chilli powder,cloves garlic,water,onion,coriander (dhania) powder,mutton bless,mint leaves (pudina),flour (maida),turmeric powder,green chillies,garam masala powder",70,15,1,4
"tomato,salt,cumin powder (jeera),kashmiri red chilli powder,bay leaf (tej patta),ginger garlic paste,cashews water,onion,cumin seeds (jeera),coriander powder,turmeric powder,kasuri methi (dried fenugreek leaves),butter,garam masala powder,paneer cubes",40,15,3,5
"cashew nuts,wheat flour,ghee,paneer,ajwain (carom seeds),jaggery,raisins,water knead dough,badam (almond),cardamom powder (elaichi),cinnamon powder (dalchini)",60,11,4,5
"black cardamom (badi elaichi),salt,bay leaf (tej patta),red chilli powder,water,onion paste,curd,ginger garlic paste,coriander (dhania) leaves,cinnamon stick (dalchini),bottle gourd (lauki),gram flour (besan),coriander powder,turmeric powder,green chillies,sunflower oil",75,16,0,4
"salt,arhar dal (split toor dal),tamarind water,coconut,brinjal (baingan eggsplant),mustard seeds,jaggery,sesame (gingelly) oil,black peppercorns,dry red chilli,curry leaves,coriander (dhania) seeds,turmeric powder,chana dal (bengal gram dal)",35,14,1,4
"mango (ripe),fennel seeds (saunf),water,orange juice,sugar",250,5,0,1
"herb butter,cloves garlic,wheat brown bread,green chilli",25,4,1,1
"salt,sugarof sugar,mango,red chilli powder,cumin seeds (jeera),turmeric powder",40,6,0,1
"hung curd (greek yogurt),fruits (seasonal),chia seeds,multigrain digestive biscuits",15,4,0,1
"salt,ginger,cardamom (elaichi) podsseeds,fennel seeds (saunf),cloves garlic,curry leaves,coriander (dhania) leaves,st flower,onion,chicken,cinnamon stick (dalchini),dry red chillies,black pepper powder,coriander powder,turmeric powder,green chillies,star anise,sunflower oil",55,18,1,5
"salt,mustard seeds,asafoetida (hing),jaggery,red chilli powder,mango (ripe) ripe,dry red chilli,cumin seeds (jeera),coconut milk,turmeric powder,sunflower oil",20,11,0,2
"cashew nuts,basmati rice,salt,mustard seeds,asafoetida (hing),dry coconut (kopra),curry leaves,white urad dal (split),dry red chillies,sesame seeds (til seeds),sunflower oil",50,11,1,3
"salt,eggs,almond meal (badam powder),vanilla,flour (maida),icing sugar,butter",50,7,3,4
"tomato,wheat (dalia godumai rava),carrot,onion,cumin seeds (jeera),turmeric powder,green chillies,salt,mustard seeds,red chilli powder,water,dry red chilli,garlic,ginger,coriander (dhania) leaves,bay leaf (tej patta),ghee,potato (aloo),green peas (matar),curry leaves,cloves (laung)",50,21,1,5
"cashew nuts,ghee,paneer,milk,raisins,sugar,cardamom powder (elaichi),sooji (semolina rava)",55,8,3,4
"tomato,salt,ginger,rice,sambar powder,ghee (or sesame oil),cumin seeds (jeera),turmeric powder,spinach leaves (palak),garam masala powder",50,10,1,3
"salt,apples,kisamis,sugar,onion,lemon,vinegar,oil,cinnamon powder",30,9,0,1
"cashew nuts,ghee,poha (flattened rice),coconut,jaggery,cardamom powder (elaichi)",35,6,2,2
"tomato,salt,mustard seeds,asafoetida (hing),coconut,coriander (dhania) leaves,gawar phali (kothavarangai cluster beans),cumin seeds (jeera),onion,turmeric powder,green chillies,sunflower oil",30,12,0,2
"salt,hung curd (greek yogurt),banana skin,green chilli,asafoetida (hing),red chilli powder,water,gram flour (besan),coriander (dhania) leaves,cumin seeds (jeera),coriander powder,turmeric powder,garam masala powder,sunflower oil",45,14,0,3
"salt,black peppercorns ground,cloves garlic,virgin olive oil,basil leaves,mozzarella cheese,pasta fusilli fusili,cherry tomato",40,8,2,3
"salt,wheat flour,methi leaves (fenugreek leaves),figaro pure olive oil,cloves garlic,green chillies",25,6,0,1
"tomato,mace (javitri) flower,black peppercorns,cloves garlic,curry leaves,white urad dal (split),coriander (dhania) seeds,cumin seeds (jeera),turmeric powder,sunflower oil,coriander (dhania),salt,green chilli,cardamom (elaichi) podsseeds,star anise,nutmeg powder,coconut,dry red chilli,button mushrooms,ginger,bay leaf (tej patta),fennel seeds (saunf),poppy seeds,cinnamon stick (dalchini),cloves (laung)",35,25,0,5
"tomato,salt,mustard oil,coriander (dhania) leaves,coconut,mustard seeds,asafoetida (hing),curry leaves,garlic,onion,green chillies,cabbage (patta gobi muttaikose)",40,12,0,2
"salt,cumin powder (jeera),tamarind water,mustard seeds,fennel seeds (saunf),red chilli powder,cloves garlic,water,curry leaves,fennel powder,dry red chillies,cumin seeds (jeera),shark fish (with skin,coriander powder,turmeric powder,sunflower oil",60,16,1,4
"salt,nutmeg powder,cauliflower (gobi),milk,cheddar cheese,pepper,parmesan cheese,flour (maida),wheat bread crumbs,butter",75,10,3,5
"tomato,cashew nuts,salt,green chilli,water,curd,red yellow green bell peppers (capsicum),onion,sweet corn,ginger paste,sunflower oil",30,11,1,3
"baking powder,orange,prunes,clove powder (laung),black raisins,apricots,dried figs,flour (maida),orange juice,nutralite classic,dry ginger powder,vanilla,almond meal (badam powder),brown sugar (demerara sugar),eggs,almonds (badam),dates,cinnamon powder (dalchini)",2925,18,3,5
"salt,amul,badam (almond) salted,milk,sugar,vanilla,butter",45,7,2,3
"turmeric powder,capsicum (green),asafoetida,red chilli powder,water,capsicum (red),broccoli,oil,cumin seeds,gram flour,cabbage",35,11,1,3
"tomato,salt,button mushrooms (canned storebought mushrooms),coriander (dhania) leaves,green peas (matar),red chilli powder,ginger garlic paste,tomato ketchup sugar can be used,onion,cumin seeds (jeera),coriander powder,turmeric powder,kasuri methi (dried fenugreek leaves),garam masala powder,sunflower oil",50,15,0,3
"hilsa fish fillets,salt,ginger,hung curd (greek yogurt),mustard oil,bay leaf (tej patta),cardamom (elaichi) podsseeds,ghee,raisins,red chilli powder,cashew nuts ground paste,sugar,onion,garlic,cinnamon stick (dalchini),turmeric powder,green chillies,garam masala powder",30,18,3,5
"sweet corn corn,milk,black peppercorns pound,water,virgin olive oil,stalks celery,black pepper powder,potato (aloo)",40,8,0,1
"baking powder,wheat flour,orange,water,baking soda,orange juice,sugar,vanilla custard,lemon,brown sugar (demerara sugar),condensed milk,jam (mixed fruit),sunflower oil",55,13,0,3
"salt,coconut,water,agavemaple syrup,badam (almond),pumpkin seeds,instant oats (oatmeal),sunflower oil",5,8,1,2
"mustard oil,cinnamon,green peppers,celery,carrot,cardamom,bay leaves,pepper,green peas,cabbage",25,10,0,1
